id,year,number,unit,topic,question_text,question_image,table_headers,option_a,option_b,option_c,option_d,option_e,correct_answer,a mark,tagged
2014-02,2014,2,Electricity,Practical Electrical and Electronic Circuits,"Four circuit symbols, W, X, Y and Z, are shown.<br>[c]{{IMAGE}}[/c]Which row identifies the components represented by these symbols?",2014_Q02_Diagram.png,W | X | Y | Z,battery | ammeter | resistor | variable resistor,battery | ammeter | fuse | resistor,lamp | ammeter | variable resistor | resistor,lamp | voltmeter | resistor | fuse,lamp | voltmeter | variable resistor | fuse,D,,1
2014-03,2014,3,Electricity,Practical Electrical and Electronic Circuits,A student suspects that ammeter \( A_{1} \) may be inaccurate. Ammeter \( A_{2} \) is known to be accurate.<br>Which of the following circuits should be used to compare the reading on \( A_{1} \) with \( A_{2} \)?,,,[IMG]2014_Q03_A.png,[IMG]2014_Q03_B.png,[IMG]2014_Q03_C.png,[IMG]2014_Q03_D.png,[IMG]2014_Q03_E.png,B,1,1
2014-04,2014,4,Dynamics,Energy,A ball of mass 0.50 kg is released from a height of 1.00 m and falls towards the floor.<br>[c]{{IMAGE}}[/c]Which row in the table shows the gravitational potential energy and the kinetic energy of the ball when it is at a height of 0.25 m from the floor?,2014_Q04_Diagram.png,Gravitational potential energy (J) | Kinetic energy (J),0.12 | 0.12,1.2 | 1.2,1.2 | 3.7,3.7 | 1.2,4.9 | 1.2,C,1,1
2014-05,2014,5,Properties of Matter,Gas Laws and the Kinetic Model,The pressure of a fixed mass of gas is 6.0 x 10⁵ Pa.<br>The temperature of the gas is 27 °C and the volume of the gas is 2.5 m³.<br>The temperature of the gas increases to 54 °C and the volume of the gas increases to 5.0 m³.<br><br>What is the new pressure of the gas?,,,2.8 x 10⁵ Pa,3.3 x 10⁵ Pa,6.0 x 10⁵ Pa,1.1 x 10⁶ Pa,1.3 x 10⁶ Pa,B,1,1
2014-06,2014,6,Properties of Matter,Gas Laws and the Kinetic Model,A student is investigating the relationship between the volume and the kelvin temperature of a fixed mass of gas at constant pressure.<br><br>Which graph shows this relationship?,,,[IMG]2014_Q06_A.png,[IMG]2014_Q06_B.png,[IMG]2014_Q06_C.png,[IMG]2014_Q06_D.png,[IMG]2014_Q06_E.png,A,,1
2014-07,2014,7,Properties of Matter,Gas Laws and the Kinetic Model,A liquid is heated from 17 °C to 50 °C. The temperature rise in kelvin is,,,33 K,67 K,306 K,340 K,579 K,A,,1
2014-08,2014,8,Waves,Wave Parameters and Behaviours,The period of vibration of a guitar string is 8 ms.<br><br>The frequency of the sound produced by the guitar string is,,,0.125 Hz,12.5 Hz,125 Hz,800 Hz,8000 Hz,C,,1
2014-09,2014,9,Waves,Electromagnetic Spectrum,"A student makes the following statements about microwaves and radio waves.<br>[s]I In air, microwaves travel faster than radio waves.<br>II In air, microwaves have a longer wavelength than radio waves.<br>III Microwaves and radio waves are both members of the electromagnetic spectrum.[/s]Which of these statements is/are correct?",,,I only,III only,I and II only,I and III only,II and III only,B,,1
2014-10,2014,10,Radiation,Nuclear Radiation,"Which row describes alpha (\( \alpha \)), beta (\( \beta \)) and gamma (\( \gamma \)) radiations?",,\( \alpha \) | \( \beta \) | \( \gamma \),helium nucleus | electromagnetic radiation | electron from the nucleus,helium nucleus | electron from the nucleus | electromagnetic radiation,electron from the nucleus | helium nucleus | electromagnetic radiation,electromagnetic radiation | helium nucleus | electron from the nucleus,electromagnetic radiation | electron from the nucleus | helium nucleus,B,,1
2014-11,2014,11,Radiation,Nuclear Radiation,A sample of tissue is irradiated using a radioactive source.<br>A student makes the following statements about the sample.<br>[s]I The equivalent dose received by the sample is reduced by shielding the sample with a lead screen.<br>II The equivalent dose received by the sample is increased as the distance from the source to the sample is increased.<br>III The equivalent dose received by the sample is increased by increasing the time of exposure of the sample to the radiation.[/s]Which of these statements is/are correct?,,,I only,II only,I and II only,II and III only,I and III only,E,,1
2014-12,2014,12,Radiation,Nuclear Radiation,"The half-life of a radioactive source is 64 years.<br>In 2 hours, 1.44 x 10⁸ radioactive nuclei in the source decay.<br><br>What is the activity of the source in Bq?",,,2 x 10⁴,4 x 10⁴,1.2 x 10⁶,2.25 x 10⁶,7.2 x 10⁷,A,,1
2014-13,2014,13,Radiation,Nuclear Radiation,A student makes the following statements about the fission process in a nuclear power station.<br>[s]I Electrons are used to bombard a uranium nucleus.<br>II Heat is produced.<br>III The neutrons released can cause other nuclei to undergo fission.[/s]Which of these statements is/are correct?,,,I only,II only,III only,I and II only,II and III only,E,,1
2014-14,2014,14,Dynamics,Vectors and Scalars,Which of the following contains two vectors and one scalar quantity?,,,"Acceleration, mass, displacement","Displacement, force, velocity","Time, distance, force","Displacement, velocity, acceleration","Speed, velocity, distance",A,,1
2014-15,2014,15,Dynamics,Vectors and Scalars,A vehicle follows a course from R to T as shown.<br>[c]{{IMAGE}}[/c]The total journey takes 1 hour.<br><br>Which row in the table gives the average speed and the average velocity of the vehicle for the whole journey?,2014_Q15_Diagram.png,Average speed | Average velocity,2.6 km h⁻¹ (023)| 3.4 km h⁻¹,2.6 km h⁻¹ | 3.4 km h⁻¹ (203),3.4 km h⁻¹ (203) | 2.6 km h⁻¹,3.4 km h⁻¹ | 2.6 km h⁻¹ (023),3.4 km h⁻¹ | 2.6 km h⁻¹ (203),E,1,1
2014-16,2014,16,Dynamics,Energy,A force of 10 N acts on an object for 2 s.<br>During this time the object moves a distance of 3 m.<br><br>The work done on the object is,,,6.7 J,15 J,20 J,30 J,60 J,D,,1
2014-17,2014,17,Dynamics,Newton's Laws,Catapults are used by anglers to project fish bait into water.<br>A technician designs a catapult for this use.<br>[c]{{IMAGE}}[/c]Pieces of elastic of different thickness are used to provide a force on the ball.<br>Each piece of elastic is the same length.<br>The amount of stretch given to each elastic is the same each time.<br>The force exerted on the ball increases as the thickness of the elastic increases.<br><br>Which row in the table shows the combination of the thickness of elastic and mass of ball that produces the greatest acceleration?,2014_Q17_Diagram.png,Thickness of elastic (mm) | Mass of ball (kg),5 | 0.01,10 | 0.01,10 | 0.02,15 | 0.01,15 | 0.02,D,1,1
2014-18,2014,18,Space,Space Exploration,"A spacecraft completes the last stage of its journey back to Earth by parachute, falling with constant speed into the sea.<br><br>The spacecraft falls with constant speed because",,,the gravitational field strength of the Earth is constant near the Earth's surface,it has come from space where the gravitational field strength is almost zero,the air resistance is greater than the weight of the spacecraft,the weight of the spacecraft is greater than the air resistance,the air resistance is equal to the weight of the spacecraft.,E,,1
2014-19,2014,19,Dynamics,Projectile Motion,"A ball is released from point Q on a curved rail, leaves the rail horizontally at R and lands 1 s later.<br>The ball is now released from point P.<br>[c]{{IMAGE}}[/c]Which row describes the motion of the ball after leaving the rail?",2014_Q19_Diagram.png,Time to land after leaving rail | Distance from S to landing point,1 s | less than 2 m,less than 1 s | more than 2 m,1 s | more than 2 m,less than 1 s | 2 m,more than 1 s | more than 2 m,C,1,1
2014-20,2014,20,Properties of Matter,Specific Latent Heat,A solid substance is placed in an insulated flask and heated continuously with an immersion heater.<br>The graph shows how the temperature of the substance in the flask changes in time.<br>[c]{{IMAGE}}[/c]After 5 minutes the substance is a,2014_Q20_Graph.png,,solid,liquid,gas,mixture of solid and liquid,mixture of liquid and gas.,D,,1
SPEC-01,Specimen Paper,1,Dynamics,Vectors and Scalars,Which of the following contains two scalar quantities?,,,Force and mass,Weight and mass,Displacement and speed,Distance and speed,Displacement and velocity,D,,1
SPEC-02,Specimen Paper,2,Dynamics,Vectors and Scalars,A student sets up the apparatus as shown.[c]{{IMAGE}}[/c]<br>The trolley is released from X and moves down the ramp.<br>The following measurements are recorded.<br>[s]time for card to pass through light gate = 0.080 s<br>distance from X to Y = 0.50 m<br>length of card = 0.040 m[/s]The instantaneous speed of the trolley at Y is,SPEC_Q02_Diagram.png,,0.50 m s⁻¹,1.6 m s⁻¹,2.0 m s⁻¹,3.2 m s⁻¹,6.3 m s⁻¹,A,,1
SPEC-03,Specimen Paper,3,Dynamics,Newton's Laws,A block of mass 3 kg is pulled across a horizontal bench by a force of 20 N as shown below.[c]{{IMAGE}}[/c]The block accelerates at 4 m s⁻².<br><br>The force of friction between the block and the bench is,SPEC_Q03_Diagram.png,,0 N,8 N,12 N,20 N,32 N,B,,1
SPEC-04,Specimen Paper,4,Dynamics,Newton's Laws,An aircraft engine exerts a force on the air.<br><br>Which of the following completes the ‘Newton pair’ of forces?,,,The force of the air on the aircraft engine.,The force of friction between the aircraft engine and the air.,The force of the aircraft engine on the aircraft.,The force of the Earth on the aircraft engine.,The force of the aircraft engine on the Earth.,A,,1
SPEC-05,Specimen Paper,5,Dynamics,Energy,A trolley of mass 0.50 kg has a kinetic energy of 0.36 J.<br><br>The speed of the trolley is,,,0.60 m s⁻¹,0.85 m s⁻¹,1.2 m s⁻¹,1.44 m s⁻¹,1.7 m s⁻¹,C,,1
SPEC-06,Specimen Paper,6,Dynamics,Energy,A ball is released from rest and allowed to roll down a curved track as shown.[c]{{IMAGE}}[/c]The mass of the ball is 0.50 kg.<br>The maximum height reached on the opposite side of the track is 0.20 m lower than the height of the starting point.<br><br>The amount of energy lost is,SPEC_Q06_Diagram.png,,0.080 J,0.10 J,0.98 J,2.9 J,3.9 J,C,1,1
SPEC-07,Specimen Paper,7,Space,Space Exploration,The Mars Curiosity Rover has a mass of 900 kg.[c]{{IMAGE}}[/c]Which row of the table gives the mass and weight of the Rover on Mars?,SPEC_Q07_Image.png,Mass (kg) | Weight (N),243 | 243,243 | 900,900 | 900,900 | 3330,900 | 8820,D,,1
SPEC-09,Specimen Paper,9,Electricity,Electrical Charge Carriers,A conductor carries a current of 4.0 μA for 250 s.<br><br>The total charge passing a point in the conductor is,,,1.6 × 10⁻⁸ C,1.0 × 10⁻³ C,6.25 × 10¹ C,1.0 × 10³ C,6.25 × 10⁷ C,B,,1
SPEC-11,Specimen Paper,11,Electricity,Potential Difference (Voltage),1 volt is equivalent to,,,1 ampere per watt,1 coulomb per second,1 joule per coulomb,1 joule per second,1 watt per second,C,,1
SPEC-12,Specimen Paper,12,Electricity,Ohm's Law,"In the circuit shown, the current in each resistor is different.[c]{{IMAGE}}[/c]In which resistor is the current smallest?",SPEC_Q12_Diagram.png,,5 Ω,10 Ω,20 Ω,50 Ω,100 Ω,D,,1
SPEC-14,Specimen Paper,14,Electricity,Practical Electrical and Electronic Circuits,Three resistors are connected as shown.[c]{{IMAGE}}[/c]The resistance between X and Y is,SPEC_Q14_Diagram.png,,0.08 Ω,0.5 Ω,2 Ω,13 Ω,20 Ω,C,,1
SPEC-16,Specimen Paper,16,Properties of Matter,Gas Laws and the Kinetic Model,A bicycle pump is sealed at one end and the piston pushed until the pressure of the trapped air is 4.00 × 10⁵ Pa.[c]{{IMAGE}}[/c]The area of the piston compressing the air is 5.00 × 10⁻⁴ m².<br><br>The force that the trapped air exerts on the piston is,SPEC_Q16_Diagram.png,,1.25 × 10⁻⁹ N,8.00 × 10⁻¹ N,2.00 × 10² N,8.00 × 10⁸ N,2.00 × 10¹⁰ N,C,,1
SPEC-18,Specimen Paper,18,Waves,Wave Parameters and Behaviours,The following diagram shows a wave.[c]{{IMAGE}}[/c]Which row in the table gives the wavelength and amplitude of the wave?,SPEC_Q18_Diagram.png,Wavelength (m) | Amplitude (m),4 | 0.2,6 | 0.1,6 | 0.2,12 | 0.1,12 | 0.2,B,,1
SPEC-19,Specimen Paper,19,Waves,Wave Parameters and Behaviours,A wave machine in a swimming pool generates 15 waves per minute.<br>The wavelength of these waves is 2.0 m.<br><br>The frequency of the waves is,,,0.25 Hz,0.50 Hz,4.0 Hz,15 Hz,30 Hz,A,,1
SPEC-20,Specimen Paper,20,Waves,Electromagnetic Spectrum,"The diagram shows members of the electromagnetic spectrum in order of increasing wavelength.[c]{{IMAGE}}[/c]Which row in the table identifies the radiations represented by the letters P, Q and R?",SPEC_Q20_Diagram.png,P | Q | R,X-rays | visible light | microwaves,X-rays | microwaves | visible light,microwaves | visible light | X-rays,visible light | microwaves | X-rays,visible light | X-rays | microwaves,A,,1
SPEC-21,Specimen Paper,21,Waves,Refraction of Light,A ray of red light is incident on a glass block as shown.[c]{{IMAGE}}[/c]Which row in the table shows the values of the angle of incidence and angle of refraction?,SPEC_Q21_Diagram.png,Angle of incidence | Angle of refraction,35° | 60°,30° | 55°,30° | 35°,60° | 55°,60° | 35°,E,,1
SPEC-22,Specimen Paper,22,Radiation,Nuclear Radiation,Which of the following describes the term ionisation?,,,An atom losing an orbiting electron.,An atom losing a proton.,A nucleus emitting an alpha particle.,A nucleus emitting a neutron.,A nucleus emitting a gamma ray.,A,,1
SPEC-23,Specimen Paper,23,Radiation,Nuclear Radiation,A student writes the following statements about the activity of a radioactive source.<br>[s]I The activity decreases with time.<br>II The activity is measured in becquerels.<br>III The activity is the number of decays per second.[/s]Which of these statements is/are correct?,,,I only,II only,I and II only,II and III only,"I, II and III",E,,1
SPEC-24,Specimen Paper,24,Radiation,Nuclear Radiation,A worker in a nuclear power station is exposed to 3.00 mGy of gamma radiation and 0.500 mGy of fast neutrons.<br><br>The total equivalent dose received by the worker is,,,3.50 mSv,8.00 mSv,30.5 mSv,35.0 mSv,38.5 mSv,B,,1
SPEC-25,Specimen Paper,25,Radiation,Nuclear Radiation,In a nuclear reactor a chain reaction releases energy from nuclei.<br><br>Which of the following statements describes the beginning of a chain reaction?,,,An electron splits a nucleus releasing more electrons.,An electron splits a nucleus releasing protons.,A proton splits a nucleus releasing more protons.,A neutron splits a nucleus releasing electrons.,A neutron splits a nucleus releasing more neutrons.,E,,1
SPEC-26,Specimen Paper,26,Dynamics,Velocity–Time Graphs,As a car approaches a village the driver applies the brakes.<br>The speed-time graph of the car's motion is shown.[c]{{IMAGE}}[/c]The brakes are applied for,PRAC_Q18_Graph.png,,13 s,20 s,24 s,36 s,60 s,D,,1
SPEC-27,Specimen Paper,27,Properties of Matter,Gas Laws and the Kinetic Model,Which of the following diagrams shows the best method for an experiment to investigate the relationship between pressure and temperature for a fixed mass of gas?,,,[IMG]PRAC_Q07_A.png,[IMG]PRAC_Q07_B.png,[IMG]PRAC_Q07_C.png,[IMG]PRAC_Q07_D.png,[IMG]PRAC_Q07_E.png,E,,1
SPEC-28,Specimen Paper,28,Properties of Matter,Gas Laws and the Kinetic Model,A fixed mass of gas is trapped inside a sealed container. The volume of the gas is slowly changed.<br>The temperature of the gas remains constant.<br><br>Which graph shows how the pressure \( P \) of the gas varies with the volume \( V \)?,,,[IMG]PRAC_Q08_A.png,[IMG]PRAC_Q08_B.png,[IMG]PRAC_Q08_C.png,[IMG]PRAC_Q08_D.png,[IMG]PRAC_Q08_E.png,B,,1
SPEC-29,Specimen Paper,29,Waves,Electromagnetic Spectrum,A student writes the following statements about electromagnetic waves.<br>[s]I Electromagnetic waves all travel at the same speed in air.<br>II Electromagnetic waves all have the same frequency.<br>III Electromagnetic waves all transfer energy.[/s]Which of these statements is/are correct?,,,I only,II only,I and III only,II and III only,"I, II and III",C,,1
SPEC-30,Specimen Paper,30,Waves,Electromagnetic Spectrum,A satellite orbiting the Earth transmits television signals to a receiver.<br>The signals take a time of 150 ms to reach the receiver.<br><br>The distance between the satellite and the receiver is,,,2.0 × 10⁶ m,2.25 × 10⁷ m,4.5 × 10⁷ m,2.0 × 10⁹ m,4.5 × 10¹⁰ m,C,,1
